t,drone,x,y,z,r_sep,r_nei,k_sep,k_ali,k_coh,k_goal,vmax,amax,altitude,jitter
89.800,0,-0.8182,1.2736,0.9732,1.456,4.148,4.220,0.917,0.413,0.992,4.593,11.608,1.332,0.370
90.000,0,-0.4103,1.2961,0.5665,1.446,4.147,4.198,0.918,0.415,0.998,4.599,11.609,1.333,0.370
90.200,0,-0.1649,1.3318,0.0411,1.441,4.147,4.189,0.919,0.417,1.001,4.601,11.610,1.333,0.370
90.400,0,-0.0976,1.3766,-0.5871,1.439,4.147,4.185,0.919,0.417,1.003,4.602,11.610,1.333,0.370
90.600,0,-0.2188,1.4269,-1.2946,1.438,4.147,4.183,0.919,0.417,1.003,4.603,11.610,1.333,0.370
90.800,0,-0.5395,1.4772,-2.0521,1.438,4.147,4.182,0.919,0.418,1.004,4.603,11.610,1.334,0.370
91.000,0,-1.0608,1.5216,-2.8242,1.452,4.147,4.209,0.919,0.415,0.995,4.603,11.610,1.334,0.370
91.200,0,-1.7563,1.5532,-3.5621,1.517,4.147,4.334,0.919,0.402,0.957,4.603,11.610,1.334,0.370
91.400,0,-2.5730,1.5677,-4.2236,1.636,4.147,4.562,0.919,0.380,0.886,4.603,11.610,1.334,0.370
91.600,0,-3.4464,1.5632,-4.7650,1.789,4.147,4.855,0.919,0.350,0.796,4.603,11.610,1.334,0.370
91.800,0,-4.3132,1.5400,-5.0000,1.946,4.147,5.157,0.919,0.320,0.703,4.603,11.610,1.334,0.370
92.000,0,-5.0000,1.5025,-5.0000,2.073,4.147,5.401,0.919,0.296,0.627,4.603,11.610,1.334,0.370
92.200,0,-5.0000,1.4545,-5.0000,1.772,4.138,4.827,0.918,0.352,0.804,4.597,11.596,1.333,0.368
92.400,0,-5.0000,1.3972,-4.9993,1.588,4.132,4.475,0.916,0.386,0.912,4.593,11.588,1.333,0.367
92.600,0,-5.0000,1.3318,-4.9271,1.506,4.130,4.317,0.916,0.401,0.960,4.591,11.584,1.332,0.366
92.800,0,-5.0000,1.2633,-4.7395,1.469,4.129,4.246,0.916,0.408,0.982,4.590,11.582,1.332,0.366
93.000,0,-5.0000,1.1965,-4.4495,1.452,4.128,4.215,0.916,0.411,0.992,4.590,11.582,1.332,0.366
93.200,0,-4.9577,1.1348,-4.0821,1.444,4.128,4.200,0.916,0.412,0.996,4.590,11.581,1.332,0.366
93.400,0,-4.7343,1.0823,-3.6605,1.441,4.128,4.194,0.916,0.413,0.998,4.590,11.581,1.332,0.366
93.600,0,-4.3110,1.0433,-3.2124,1.440,4.128,4.191,0.916,0.413,0.999,4.590,11.581,1.332,0.366
93.800,0,-3.6833,1.0221,-2.7651,1.439,4.128,4.190,0.916,0.413,1.000,4.590,11.581,1.332,0.366
94.000,0,-2.8568,1.0203,-2.3493,1.440,4.128,4.191,0.916,0.413,0.999,4.590,11.581,1.332,0.366
94.200,0,-1.8424,1.0399,-2.0050,1.470,4.128,4.249,0.916,0.408,0.981,4.590,11.581,1.332,0.366
94.400,0,-0.6697,1.0809,-1.7723,1.555,4.128,4.414,0.916,0.391,0.931,4.590,11.581,1.332,0.366
94.600,0,0.6101,1.1407,-1.6814,1.688,4.128,4.670,0.916,0.366,0.852,4.590,11.581,1.332,0.366
94.800,0,1.9265,1.2129,-1.7402,1.846,4.128,4.972,0.916,0.336,0.759,4.590,11.581,1.332,0.366
95.000,0,3.2098,1.2904,-1.9405,1.995,4.128,5.261,0.916,0.308,0.671,4.590,11.581,1.332,0.366
95.200,0,4.4136,1.3676,-2.2533,2.010,4.124,5.290,0.913,0.302,0.660,4.575,11.572,1.331,0.365
95.400,0,5.0000,1.4398,-2.6533,1.700,4.110,4.702,0.902,0.351,0.834,4.518,11.538,1.326,0.361
95.600,0,5.0000,1.5006,-3.1315,1.561,4.103,4.437,0.897,0.372,0.913,4.492,11.522,1.323,0.359
95.800,0,5.0000,1.5435,-3.6721,1.498,4.100,4.318,0.895,0.382,0.948,4.481,11.515,1.322,0.358
96.000,0,5.0000,1.5626,-4.2504,1.470,4.099,4.265,0.894,0.387,0.964,4.476,11.512,1.322,0.358
96.200,0,5.0000,1.5573,-4.8294,1.457,4.099,4.241,0.893,0.389,0.971,4.473,11.511,1.321,0.358
96.400,0,5.0000,1.5290,-5.0000,1.452,4.098,4.230,0.893,0.389,0.974,4.472,11.510,1.321,0.358
96.600,0,4.9811,1.4810,-5.0000,1.449,4.098,4.225,0.893,0.390,0.975,4.472,11.510,1.321,0.358
96.800,0,4.8069,1.4182,-5.0000,1.448,4.098,4.223,0.893,0.390,0.976,4.472,11.510,1.321,0.358
97.000,0,4.4587,1.3470,-5.0000,1.447,4.098,4.222,0.893,0.390,0.976,4.471,11.510,1.321,0.358
97.200,0,3.9591,1.2771,-5.0000,1.455,4.098,4.236,0.893,0.389,0.972,4.471,11.510,1.321,0.358
97.400,0,3.3450,1.2202,-4.9823,1.506,4.098,4.338,0.893,0.379,0.942,4.471,11.510,1.321,0.358
97.600,0,2.6719,1.1835,-4.8131,1.613,4.098,4.547,0.893,0.360,0.880,4.471,11.510,1.321,0.358
97.800,0,1.9941,1.1690,-4.4680,1.758,4.098,4.833,0.893,0.334,0.795,4.471,11.510,1.321,0.358
98.000,0,1.3596,1.1745,-3.9681,1.916,4.098,5.141,0.893,0.305,0.703,4.471,11.510,1.321,0.358
98.200,0,0.7966,1.1974,-3.3421,2.051,4.098,5.407,0.893,0.281,0.624,4.471,11.510,1.321,0.358
98.400,0,0.3251,1.2342,-2.6189,1.847,4.095,5.003,0.907,0.330,0.751,4.531,11.540,1.331,0.358
98.600,0,-0.0284,1.2816,-1.7972,1.619,4.093,4.554,0.919,0.382,0.892,4.586,11.567,1.341,0.358
98.800,0,-0.2306,1.3369,-0.8765,1.516,4.092,4.353,0.925,0.406,0.955,4.611,11.580,1.345,0.358
99.000,0,-0.2477,1.3926,0.1129,1.470,4.091,4.262,0.928,0.417,0.983,4.622,11.585,1.347,0.358
99.200,0,-0.0685,1.4410,1.1195,1.450,4.091,4.221,0.929,0.421,0.996,4.627,11.588,1.348,0.358
99.400,0,0.3063,1.4750,2.0832,1.440,4.091,4.203,0.929,0.423,1.002,4.630,11.589,1.348,0.358
99.600,0,0.8550,1.4901,2.9429,1.436,4.091,4.195,0.929,0.424,1.004,4.631,11.589,1.348,0.358
99.800,0,1.5395,1.4833,3.6569,1.434,4.091,4.191,0.930,0.425,1.006,4.631,11.590,1.349,0.358
100.000,0,2.3117,1.4555,4.1912,1.433,4.091,4.189,0.930,0.425,1.006,4.631,11.590,1.349,0.358
100.200,0,3.1263,1.4108,4.5246,1.433,4.091,4.189,0.930,0.425,1.006,4.631,11.590,1.349,0.358
100.400,0,3.9381,1.3545,4.6562,1.457,4.091,4.234,0.930,0.421,0.992,4.631,11.590,1.349,0.358
100.600,0,4.7099,1.2917,4.5911,1.535,4.091,4.383,0.930,0.405,0.946,4.631,11.590,1.349,0.358
100.800,0,5.0000,1.2266,4.3490,1.664,4.091,4.631,0.930,0.380,0.870,4.631,11.590,1.349,0.358
101.000,0,5.0000,1.1626,3.9487,1.822,4.091,4.932,0.930,0.350,0.777,4.631,11.590,1.349,0.358
101.200,0,5.0000,1.1048,3.4109,1.977,4.091,5.227,0.930,0.320,0.685,4.631,11.590,1.349,0.358
101.400,0,5.0000,1.0568,2.7582,2.013,4.174,5.273,1.012,0.381,0.716,4.928,11.988,1.420,0.376
101.600,0,5.0000,1.0542,1.9751,1.431,4.843,3.978,1.673,1.038,1.478,7.294,15.169,1.989,0.524
101.800,0,5.0000,1.2003,1.0377,1.169,5.144,3.396,1.970,1.333,1.820,8.357,16.598,2.245,0.590
102.000,0,4.9595,1.5536,0.0143,1.051,5.279,3.135,2.104,1.466,1.974,8.834,17.240,2.359,0.620
102.200,0,4.6176,2.0721,-0.8818,0.999,5.340,3.017,2.164,1.525,2.043,9.049,17.529,2.411,0.634
102.400,0,3.8813,2.6293,-1.6377,0.975,5.367,2.965,2.191,1.552,2.074,9.145,17.659,2.434,0.640
102.600,0,2.8385,3.1030,-2.1318,0.964,5.379,2.941,2.203,1.564,2.088,9.189,17.717,2.445,0.642
102.800,0,1.6965,3.4060,-2.2651,0.959,5.385,2.930,2.208,1.569,2.094,9.208,17.743,2.449,0.644
103.000,0,0.6300,3.5250,-2.0196,0.957,5.387,2.926,2.211,1.572,2.097,9.217,17.755,2.451,0.644
103.200,0,-0.2476,3.4778,-1.4287,0.956,5.388,2.923,2.212,1.573,2.098,9.221,17.760,2.452,0.644
103.400,0,-0.8521,3.2917,-0.5350,0.960,5.389,2.928,2.212,1.571,2.094,9.223,17.762,2.453,0.644
103.600,0,-1.1328,3.0038,0.6126,1.010,5.389,2.983,2.213,1.541,2.042,9.223,17.763,2.453,0.645
103.800,0,-1.0499,2.6553,1.9400,1.125,5.389,3.114,2.213,1.470,1.921,9.224,17.764,2.453,0.645
104.000,0,-0.5932,2.2965,3.3604,1.291,5.389,3.303,2.213,1.368,1.747,9.224,17.764,2.453,0.645
104.200,0,0.2100,1.9811,4.7706,1.478,5.389,3.515,2.213,1.254,1.551,9.224,17.764,2.453,0.645
104.400,0,1.2871,1.7520,5.0000,1.648,5.389,3.708,2.213,1.150,1.372,9.224,17.764,2.453,0.645
104.600,0,2.5528,1.6533,5.0000,1.504,5.388,3.544,2.215,1.239,1.524,9.235,17.765,2.454,0.644
104.800,0,3.7581,1.7174,5.0000,1.218,5.387,3.217,2.217,1.417,1.826,9.248,17.765,2.455,0.644
105.000,0,4.8997,1.9535,5.0000,1.072,5.386,3.050,2.218,1.507,1.980,9.255,17.765,2.456,0.644
105.200,0,5.0000,2.2869,5.0000,1.006,5.386,2.975,2.219,1.547,2.049,9.259,17.766,2.456,0.644
105.400,0,5.0000,2.6446,5.0000,0.977,5.386,2.942,2.219,1.566,2.080,9.260,17.766,2.456,0.644
105.600,0,4.9859,2.9639,4.9995,0.964,5.386,2.927,2.219,1.574,2.094,9.261,17.766,2.456,0.644
105.800,0,4.6941,3.1946,4.8974,0.958,5.386,2.920,2.219,1.578,2.100,9.261,17.766,2.456,0.644
106.000,0,4.0304,3.3012,4.6211,0.955,5.385,2.917,2.219,1.579,2.103,9.261,17.766,2.456,0.644
106.200,0,2.9994,3.2570,4.1896,0.954,5.385,2.915,2.219,1.580,2.104,9.261,17.766,2.456,0.644
106.400,0,1.5977,3.0393,3.6192,0.953,5.385,2.915,2.219,1.580,2.104,9.261,17.766,2.456,0.644
106.600,0,-0.1400,2.6460,2.9657,0.967,5.385,2.930,2.219,1.572,2.091,9.261,17.766,2.456,0.644
106.800,0,-2.0519,2.1675,2.3415,1.038,5.385,3.010,2.219,1.529,2.016,9.261,17.766,2.456,0.644
107.000,0,-3.8809,1.7301,1.9112,1.173,5.385,3.164,2.219,1.445,1.873,9.261,17.766,2.456,0.644
107.200,0,-5.0000,1.4100,1.7002,1.351,5.385,3.366,2.219,1.336,1.686,9.261,17.766,2.456,0.644
107.400,0,-5.0000,1.2177,1.6655,1.538,5.385,3.577,2.219,1.221,1.489,9.261,17.766,2.456,0.644
107.600,0,-5.0000,1.1646,1.7711,1.693,5.385,3.753,2.219,1.126,1.326,9.261,17.766,2.456,0.644
107.799,0,-5.0000,1.2499,2.0015,1.385,5.458,3.409,2.196,1.297,1.642,9.111,17.842,2.443,0.657
107.999,0,-5.0000,1.4761,2.4126,1.159,5.506,3.157,2.180,1.424,1.874,9.011,17.892,2.434,0.666
108.199,0,-4.9904,1.6018,2.6346,1.058,5.527,3.043,2.173,1.481,1.978,8.966,17.915,2.430,0.670
108.399,0,-4.9497,1.6155,2.6597,1.012,5.537,2.992,2.170,1.506,2.025,8.946,17.925,2.428,0.672
108.599,0,-4.7793,1.6722,2.7619,0.992,5.542,2.970,2.168,1.518,2.046,8.937,17.930,2.427,0.673
108.799,0,-4.2816,1.8400,3.0457,0.982,5.543,2.959,2.168,1.523,2.055,8.933,17.932,2.427,0.673
108.999,0,-3.4653,2.1170,3.4810,0.978,5.544,2.955,2.167,1.525,2.060,8.931,17.933,2.427,0.673
109.199,0,-2.4545,2.4412,3.9590,0.976,5.545,2.953,2.167,1.526,2.061,8.930,17.933,2.426,0.673
109.399,0,-1.4015,2.7373,4.2895,0.976,5.545,2.952,2.167,1.527,2.062,8.930,17.934,2.426,0.673
109.599,0,-0.5197,2.9400,4.3303,0.977,5.545,2.954,2.167,1.526,2.061,8.929,17.934,2.426,0.673
109.799,0,0.0853,3.0310,4.0755,1.017,5.545,2.999,2.167,1.502,2.019,8.929,17.934,2.426,0.673
109.999,0,0.3960,3.0238,3.5633,1.124,5.545,3.122,2.167,1.438,1.909,8.929,17.934,2.426,0.673
110.199,0,0.4013,2.9356,2.8249,1.287,5.545,3.309,2.167,1.342,1.741,8.929,17.934,2.426,0.673
110.399,0,0.1072,2.7884,1.9067,1.476,5.545,3.526,2.167,1.230,1.546,8.929,17.934,2.426,0.673
110.599,0,-0.4685,2.6089,0.8618,1.651,5.545,3.727,2.167,1.125,1.365,8.929,17.934,2.426,0.673
110.799,0,-1.3117,2.4236,-0.2315,1.556,5.508,3.616,2.178,1.190,1.467,9.000,17.893,2.433,0.666
110.999,0,-2.3357,2.2619,-1.2690,1.225,5.440,3.234,2.198,1.402,1.816,9.127,17.821,2.445,0.654
111.199,0,-3.3391,2.1326,-2.0033,1.076,5.410,3.062,2.207,1.497,1.972,9.184,17.788,2.450,0.648
111.399,0,-4.2337,2.0354,-2.3510,1.010,5.396,2.984,2.211,1.540,2.042,9.210,17.773,2.452,0.646
111.599,0,-4.9761,1.9733,-2.3102,0.980,5.390,2.950,2.213,1.559,2.074,9.222,17.767,2.453,0.645
111.799,0,-5.0000,1.9541,-1.8781,0.966,5.387,2.934,2.213,1.568,2.088,9.227,17.764,2.454,0.644
111.999,0,-5.0000,1.9857,-1.0668,0.960,5.386,2.927,2.214,1.572,2.095,9.229,17.762,2.454,0.644
112.199,0,-5.0000,2.0789,0.1077,0.957,5.385,2.924,2.214,1.574,2.097,9.230,17.762,2.454,0.644
112.399,0,-4.8750,2.2380,1.5773,0.956,5.385,2.922,2.214,1.574,2.099,9.231,17.762,2.454,0.644
112.599,0,-4.4169,2.4423,3.1415,0.956,5.385,2.922,2.214,1.575,2.099,9.231,17.761,2.454,0.644
112.799,0,-3.6719,2.6481,4.4968,0.966,5.385,2.934,2.214,1.568,2.088,9.231,17.761,2.454,0.644
112.999,0,-2.7820,2.8237,5.0000,1.032,5.385,3.009,2.214,1.528,2.019,9.231,17.761,2.454,0.644
113.199,0,-1.8766,2.9535,5.0000,1.163,5.385,3.157,2.214,1.448,1.882,9.231,17.761,2.454,0.644
113.399,0,-1.0344,3.0329,5.0000,1.338,5.385,3.356,2.214,1.341,1.698,9.231,17.761,2.454,0.644
113.599,0,-0.3038,3.0661,4.8434,1.524,5.385,3.568,2.214,1.227,1.502,9.231,17.761,2.454,0.644
113.799,0,0.2974,3.0606,4.4025,1.683,5.385,3.748,2.214,1.129,1.336,9.231,17.761,2.454,0.644
113.999,0,0.7542,3.0203,3.7137,1.413,5.393,3.455,2.195,1.280,1.610,9.126,17.755,2.445,0.644
114.199,0,1.0035,2.9352,2.7666,1.171,5.399,3.190,2.181,1.416,1.857,9.043,17.750,2.438,0.644
114.399,0,0.9800,2.7945,1.5537,1.062,5.402,3.071,2.174,1.478,1.968,9.006,17.748,2.434,0.644
114.599,0,0.6189,2.6050,0.1252,1.013,5.403,3.018,2.171,1.505,2.018,8.990,17.747,2.433,0.644
114.799,0,-0.1400,2.3962,-1.3937,0.991,5.404,2.994,2.170,1.518,2.040,8.982,17.747,2.432,0.645
114.999,0,-1.2901,2.2140,-2.8097,0.981,5.404,2.983,2.169,1.523,2.050,8.979,17.746,2.432,0.645
115.199,0,-2.7296,2.1002,-3.9365,0.977,5.404,2.978,2.169,1.526,2.055,8.977,17.746,2.432,0.645
115.399,0,-4.2916,2.0697,-4.6741,0.975,5.404,2.976,2.169,1.527,2.057,8.976,17.746,2.432,0.645
